chr	start	end	txname	score	strand	geneid	type
chr15	59374286	59374286	ENSMUST00000079703.10	5199	+	ENSMUSG00000059586.10	protein_coding
chr15	59648349	59648349	ENSMUST00000067543.7	349	+	ENSMUSG00000032501.9	protein_coding
chr15	59648652	59648652	ENSMUST00000118228.1	1399	+	ENSMUSG00000032501.9	protein_coding
chr15	61985390	61985390	ENSMUST00000022971.7	1549	+	ENSMUSG00000022346.15	protein_coding
chr15	61985390	61985390	ENSMUST00000161976.7	1549	+	ENSMUSG00000022346.15	protein_coding
chr15	61985563	61985563	ENSMUST00000159327.1	12103	+	ENSMUSG00000022346.15	protein_coding
chr15	61985621	61985621	ENSMUST00000167731.7	11590	+	ENSMUSG00000022346.15	protein_coding
chr15	61985921	61985921	ENSMUST00000188482.7	3356	+	ENSMUSG00000022346.15	protein_coding
chr15	61985921	61985921	ENSMUST00000191178.1	3356	+	ENSMUSG00000022346.15	protein_coding
chr15	61987033	61987033	ENSMUST00000159338.1	1827	+	ENSMUSG00000022346.15	protein_coding
chr15	61987421	61987421	ENSMUST00000160009.1	1812	+	ENSMUSG00000022346.15	protein_coding
chr15	65787033	65787033	ENSMUST00000174135.1	1205	+	ENSMUSG00000015002.18	processed_transcript
chr15	65787039	65787039	ENSMUST00000015146.15	1226	+	ENSMUSG00000015002.18	protein_coding
chr15	65787040	65787040	ENSMUST00000096411.3	1229	+	ENSMUSG00000015002.18	processed_transcript
chr15	65787040	65787040	ENSMUST00000173858.7	1229	+	ENSMUSG00000015002.18	protein_coding
chr15	65787041	65787041	ENSMUST00000174601.7	1231	+	ENSMUSG00000015002.18	processed_transcript
chr15	65787045	65787045	ENSMUST00000172756.1	1232	+	ENSMUSG00000015002.18	protein_coding
chr15	65787047	65787047	ENSMUST00000174856.6	1233	+	ENSMUSG00000015002.18	protein_coding
chr15	65787839	65787839	ENSMUST00000173008.1	144	+	ENSMUSG00000015002.18	processed_transcript
chr15	66577559	66577559	ENSMUST00000230882.1	10825	+	ENSMUSG00000072501.5	protein_coding
chr15	66577579	66577579	ENSMUST00000229160.1	11008	+	ENSMUSG00000072501.5	protein_coding
chr15	66577579	66577579	ENSMUST00000230948.1	11008	+	ENSMUSG00000072501.5	protein_coding
chr15	66630887	66630887	ENSMUST00000231177.1	127	+	ENSMUSG00000072501.5	processed_transcript
chr15	73090391	73090391	ENSMUST00000089765.8	2012	+	ENSMUSG00000068391.8	protein_coding
chr15	73090391	73090391	ENSMUST00000134353.1	2012	+	ENSMUSG00000068391.8	protein_coding
chr15	73512559	73512559	ENSMUST00000043414.11	320	+	ENSMUSG00000036661.14	protein_coding
chr15	73724797	73724797	ENSMUST00000230177.1	3629	+	ENSMUSG00000059895.13	protein_coding
chr15	73724929	73724929	ENSMUST00000163582.8	5085	+	ENSMUSG00000059895.13	protein_coding
chr15	73747633	73747633	ENSMUST00000230307.1	377	+	ENSMUSG00000059895.13	protein_coding
chr15	73747717	73747717	ENSMUST00000231209.1	399	+	ENSMUSG00000059895.13	protein_coding
chr15	73748373	73748373	ENSMUST00000053232.7	10226	+	ENSMUSG00000059895.13	protein_coding
chr15	74721203	74721203	ENSMUST00000070923.2	2136	+	ENSMUSG00000056665.2	protein_coding
chr15	74823064	74823064	ENSMUST00000186752.1	502	+	ENSMUSG00000068600.10	processed_transcript
chr15	74823064	74823064	ENSMUST00000188458.6	502	+	ENSMUSG00000068600.10	processed_transcript
chr15	74955050	74955050	ENSMUST00000188866.6	260	+	ENSMUSG00000022587.14	protein_coding
chr15	74955070	74955070	ENSMUST00000051698.13	264	+	ENSMUSG00000022587.14	protein_coding
chr15	74955105	74955105	ENSMUST00000187606.6	273	+	ENSMUSG00000022587.14	protein_coding
chr15	74955141	74955141	ENSMUST00000189186.6	282	+	ENSMUSG00000022587.14	protein_coding
chr15	74955177	74955177	ENSMUST00000190810.6	204	+	ENSMUSG00000022587.14	protein_coding
chr15	74955185	74955185	ENSMUST00000185861.6	208	+	ENSMUSG00000022587.14	protein_coding
chr15	74955240	74955240	ENSMUST00000185863.6	145	+	ENSMUSG00000022587.14	protein_coding
chr15	74955259	74955259	ENSMUST00000191127.6	147	+	ENSMUSG00000022587.14	protein_coding
chr15	74955652	74955652	ENSMUST00000191436.6	1329	+	ENSMUSG00000022587.14	protein_coding
chr15	74955671	74955671	ENSMUST00000191145.6	1352	+	ENSMUSG00000022587.14	protein_coding
chr15	74956554	74956554	ENSMUST00000188042.1	133	+	ENSMUSG00000022587.14	protein_coding
chr15	75616678	75616678	ENSMUST00000161785.7	1375	+	ENSMUSG00000047003.15	protein_coding
chr15	75616683	75616683	ENSMUST00000054555.9	1399	+	ENSMUSG00000047003.15	protein_coding
chr15	75616725	75616725	ENSMUST00000161752.1	1454	+	ENSMUSG00000047003.15	protein_coding
chr15	75704279	75704279	ENSMUST00000121137.8	1168	+	ENSMUSG00000022580.13	protein_coding
chr15	75704393	75704393	ENSMUST00000023244.5	1210	+	ENSMUSG00000022580.13	protein_coding
chr15	75862326	75862326	ENSMUST00000023238.5	978	+	ENSMUSG00000022575.5	protein_coding
chr15	75862338	75862338	ENSMUST00000230514.1	912	+	ENSMUSG00000022575.5	protein_coding
chr15	75862378	75862378	ENSMUST00000229331.1	897	+	ENSMUSG00000022575.5	protein_coding
chr15	75940951	75940951	ENSMUST00000037260.7	1385	+	ENSMUSG00000050846.9	protein_coding
chr15	75969122	75969122	ENSMUST00000109966.7	3090	+	ENSMUSG00000034429.15	protein_coding
chr15	75969178	75969178	ENSMUST00000109967.9	3281	+	ENSMUSG00000034429.15	protein_coding
chr15	75969306	75969306	ENSMUST00000147641.7	4905	+	ENSMUSG00000034429.15	protein_coding
chr15	75969675	75969675	ENSMUST00000145100.1	141	+	ENSMUSG00000034429.15	protein_coding
chr15	76246763	76246763	ENSMUST00000229772.1	12173	+	ENSMUSG00000022564.7	protein_coding
chr15	76246769	76246769	ENSMUST00000230347.1	12254	+	ENSMUSG00000022564.7	protein_coding
chr15	76246774	76246774	ENSMUST00000023225.7	12278	+	ENSMUSG00000022564.7	protein_coding
chr15	76246829	76246829	ENSMUST00000229380.1	12567	+	ENSMUSG00000022564.7	protein_coding
chr15	76294347	76294347	ENSMUST00000163991.3	300	+	ENSMUSG00000071724.5	protein_coding
chr15	76327396	76327396	ENSMUST00000059045.7	2864	+	ENSMUSG00000034259.8	protein_coding
chr15	76327590	76327590	ENSMUST00000167515.1	4331	+	ENSMUSG00000034259.8	processed_transcript
chr15	76331230	76331230	ENSMUST00000023221.12	2456	+	ENSMUSG00000022561.13	protein_coding
chr15	76331512	76331512	ENSMUST00000169378.1	2107	+	ENSMUSG00000022561.13	protein_coding
chr15	76332526	76332526	ENSMUST00000168948.1	189	+	ENSMUSG00000022561.13	processed_transcript
chr15	76343522	76343522	ENSMUST00000023210.7	7020	+	ENSMUSG00000022551.8	protein_coding
chr15	76343566	76343566	ENSMUST00000231045.1	7129	+	ENSMUSG00000022551.8	protein_coding
chr15	76343798	76343798	ENSMUST00000230706.1	826	+	ENSMUSG00000022551.8	protein_coding
chr15	76351293	76351293	ENSMUST00000160853.7	2517	+	ENSMUSG00000022553.16	protein_coding
chr15	76351305	76351305	ENSMUST00000023212.14	2536	+	ENSMUSG00000022553.16	protein_coding
chr15	76351326	76351326	ENSMUST00000160857.7	2561	+	ENSMUSG00000022553.16	processed_transcript
chr15	76368897	76368897	ENSMUST00000023213.7	3098	+	ENSMUSG00000022554.7	protein_coding
chr15	76369480	76369480	ENSMUST00000229212.1	144	+	ENSMUSG00000022554.7	processed_transcript
chr15	76380512	76380512	ENSMUST00000096385.10	1054	+	ENSMUSG00000022558.16	protein_coding
chr15	76380531	76380531	ENSMUST00000160728.7	1088	+	ENSMUSG00000022558.16	protein_coding
chr15	76477434	76477434	ENSMUST00000226872.1	1659	+	ENSMUSG00000022556.11	protein_coding
chr15	76477444	76477444	ENSMUST00000072838.5	1661	+	ENSMUSG00000022556.11	protein_coding
chr15	76477444	76477444	ENSMUST00000227478.1	1661	+	ENSMUSG00000022556.11	protein_coding
chr15	76477444	76477444	ENSMUST00000228371.1	1661	+	ENSMUSG00000022556.11	protein_coding
chr15	76477460	76477460	ENSMUST00000230069.1	1697	+	ENSMUSG00000022556.11	processed_transcript
chr15	76477573	76477573	ENSMUST00000229363.1	1727	+	ENSMUSG00000022556.11	protein_coding
chr15	76538831	76538831	ENSMUST00000023220.9	756	+	ENSMUSG00000022560.9	protein_coding
chr15	76576404	76576404	ENSMUST00000159949.7	2102	+	ENSMUSG00000022550.18	processed_transcript
chr15	76576412	76576412	ENSMUST00000160296.1	2109	+	ENSMUSG00000022550.18	processed_transcript
chr15	76659857	76659857	ENSMUST00000230451.1	217	+	ENSMUSG00000004187.11	protein_coding
chr15	76660336	76660336	ENSMUST00000229112.1	132	+	ENSMUSG00000004187.11	processed_transcript
chr15	76671614	76671614	ENSMUST00000037551.14	987	+	ENSMUSG00000033819.16	protein_coding
chr15	76671646	76671646	ENSMUST00000135388.2	1310	+	ENSMUSG00000033819.16	protein_coding
chr15	76698210	76698210	ENSMUST00000229140.1	367	+	ENSMUSG00000022546.5	protein_coding
chr15	76701464	76701464	ENSMUST00000019224.8	1135	+	ENSMUSG00000019080.8	protein_coding
chr15	76710622	76710622	ENSMUST00000136840.7	2898	+	ENSMUSG00000033728.14	protein_coding
chr15	76710637	76710637	ENSMUST00000127208.7	2964	+	ENSMUSG00000033728.14	protein_coding
chr15	76710638	76710638	ENSMUST00000036423.14	2965	+	ENSMUSG00000033728.14	protein_coding
chr15	76710642	76710642	ENSMUST00000137649.7	2983	+	ENSMUSG00000033728.14	protein_coding
chr15	76710648	76710648	ENSMUST00000155225.1	3011	+	ENSMUSG00000033728.14	protein_coding
chr15	76879258	76879258	ENSMUST00000023179.6	2146	+	ENSMUSG00000033669.8	protein_coding
chr15	76879308	76879308	ENSMUST00000230106.1	2178	+	ENSMUSG00000033669.8	protein_coding
chr15	76879309	76879309	ENSMUST00000229831.1	2178	+	ENSMUSG00000033669.8	protein_coding
chr15	76879319	76879319	ENSMUST00000229782.1	2187	+	ENSMUSG00000116024.1	processed_transcript
chr15	76879334	76879334	ENSMUST00000229990.1	2191	+	ENSMUSG00000033669.8	protein_coding
chr15	76879433	76879433	ENSMUST00000230214.1	1475	+	ENSMUSG00000116024.1	protein_coding
chr15	76899909	76899909	ENSMUST00000068407.5	1667	+	ENSMUSG00000055041.8	protein_coding
chr15	76904077	76904077	ENSMUST00000004072.9	7317	+	ENSMUSG00000003970.9	protein_coding
chr15	76904101	76904101	ENSMUST00000229183.1	7382	+	ENSMUSG00000003970.9	protein_coding
chr15	76948505	76948505	ENSMUST00000071792.6	933	+	ENSMUSG00000063236.6	protein_coding
chr15	76948521	76948521	ENSMUST00000230274.1	929	+	ENSMUSG00000063236.6	protein_coding
chr15	76948748	76948748	ENSMUST00000229229.1	713	+	ENSMUSG00000063236.6	protein_coding
chr15	77477046	77477046	ENSMUST00000060551.8	2352	+	ENSMUSG00000050982.13	protein_coding
chr15	78244800	78244800	ENSMUST00000096357.11	656	+	ENSMUSG00000071715.12	protein_coding
chr15	78325751	78325751	ENSMUST00000230264.2	1140	+	ENSMUSG00000071713.6	protein_coding
chr15	78325989	78325989	ENSMUST00000096355.3	4386	+	ENSMUSG00000071713.6	protein_coding
chr15	78325989	78325989	ENSMUST00000229034.1	4386	+	ENSMUSG00000071713.6	protein_coding
chr15	78326046	78326046	ENSMUST00000229678.1	4675	+	ENSMUSG00000071713.6	protein_coding
chr15	78326055	78326055	ENSMUST00000229657.1	4818	+	ENSMUSG00000071713.6	processed_transcript
chr15	78326055	78326055	ENSMUST00000231888.1	4818	+	ENSMUSG00000071713.6	protein_coding
chr15	78406774	78406774	ENSMUST00000043865.7	1551	+	ENSMUSG00000071711.12	protein_coding
chr15	78406800	78406800	ENSMUST00000231159.1	1607	+	ENSMUSG00000071711.12	protein_coding
chr15	78597046	78597046	ENSMUST00000043069.5	310	+	ENSMUSG00000018008.8	protein_coding
chr15	78597052	78597052	ENSMUST00000231180.1	311	+	ENSMUSG00000018008.8	protein_coding
chr15	78597103	78597103	ENSMUST00000230705.1	366	+	ENSMUSG00000018008.8	processed_transcript
chr15	78597141	78597141	ENSMUST00000229295.1	404	+	ENSMUSG00000018008.8	protein_coding
chr15	78597141	78597141	ENSMUST00000229796.1	404	+	ENSMUSG00000018008.8	protein_coding
chr15	78597141	78597141	ENSMUST00000231176.1	404	+	ENSMUSG00000018008.8	processed_transcript
chr15	78842623	78842623	ENSMUST00000059619.2	381	+	ENSMUSG00000049521.2	protein_coding
chr15	78877189	78877189	ENSMUST00000041587.7	1677	+	ENSMUSG00000033128.9	protein_coding
chr15	78899767	78899767	ENSMUST00000061239.13	2640	+	ENSMUSG00000022436.16	protein_coding
chr15	78899767	78899767	ENSMUST00000109698.8	2640	+	ENSMUSG00000022436.16	protein_coding
chr15	78900427	78900427	ENSMUST00000148893.1	313	+	ENSMUSG00000022436.16	protein_coding
chr15	78913918	78913918	ENSMUST00000089378.4	1828	+	ENSMUSG00000116165.1	protein_coding
chr15	78926724	78926724	ENSMUST00000089377.5	3755	+	ENSMUSG00000068220.6	protein_coding
chr15	78934932	78934932	ENSMUST00000138880.8	1396	+	ENSMUSG00000033099.10	protein_coding
chr15	78934994	78934994	ENSMUST00000041164.3	1483	+	ENSMUSG00000033099.10	protein_coding
chr15	78947918	78947918	ENSMUST00000229943.1	799	+	ENSMUSG00000033088.19	protein_coding
chr15	78983040	78983040	ENSMUST00000109687.8	2194	+	ENSMUSG00000033088.19	protein_coding
chr15	78983704	78983704	ENSMUST00000144151.2	181	+	ENSMUSG00000033088.19	protein_coding
chr15	79030873	79030873	ENSMUST00000006544.8	1344	+	ENSMUSG00000006378.15	protein_coding
chr15	79030900	79030900	ENSMUST00000171999.8	1435	+	ENSMUSG00000116378.1	protein_coding
chr15	79075178	79075178	ENSMUST00000040518.5	1854	+	ENSMUSG00000033047.5	protein_coding
chr15	79075257	79075257	ENSMUST00000229310.1	1982	+	ENSMUSG00000033047.5	protein_coding
chr15	79108897	79108897	ENSMUST00000229113.1	1107	+	ENSMUSG00000033039.10	processed_transcript
chr15	79108963	79108963	ENSMUST00000040320.9	1075	+	ENSMUSG00000033039.10	protein_coding
chr15	79141350	79141350	ENSMUST00000040077.7	2599	+	ENSMUSG00000033020.7	protein_coding
chr15	79229381	79229381	ENSMUST00000018295.13	2715	+	ENSMUSG00000068206.13	protein_coding
chr15	79229390	79229390	ENSMUST00000053926.11	2722	+	ENSMUSG00000116121.1	protein_coding
chr15	79347519	79347519	ENSMUST00000096350.10	981	+	ENSMUSG00000042622.14	protein_coding
chr15	79348063	79348063	ENSMUST00000163691.2	691	+	ENSMUSG00000042622.14	protein_coding
chr15	79516410	79516410	ENSMUST00000010974.8	4976	+	ENSMUSG00000010830.8	protein_coding
chr15	79659198	79659198	ENSMUST00000023064.8	2382	+	ENSMUSG00000022428.8	protein_coding
chr15	79670860	79670860	ENSMUST00000023062.4	2924	+	ENSMUSG00000022427.4	protein_coding
chr15	79671090	79671090	ENSMUST00000127292.1	694	+	ENSMUSG00000022427.4	protein_coding
chr15	79690844	79690844	ENSMUST00000046463.9	4302	+	ENSMUSG00000042535.9	protein_coding
chr15	79693958	79693958	ENSMUST00000230898.1	128	+	ENSMUSG00000042535.9	protein_coding
chr15	79693984	79693984	ENSMUST00000229046.1	121	+	ENSMUSG00000042535.9	protein_coding
chr15	79892402	79892402	ENSMUST00000175714.7	574	+	ENSMUSG00000009585.18	protein_coding
chr15	79892407	79892407	ENSMUST00000109620.9	585	+	ENSMUSG00000009585.18	protein_coding
chr15	79892407	79892407	ENSMUST00000165537.7	585	+	ENSMUSG00000009585.18	protein_coding
chr15	79892447	79892447	ENSMUST00000175752.7	595	+	ENSMUSG00000009585.18	protein_coding
chr15	79892448	79892448	ENSMUST00000176325.7	594	+	ENSMUSG00000009585.18	protein_coding
chr15	80091333	80091333	ENSMUST00000009728.12	2373	+	ENSMUSG00000022415.12	protein_coding
chr15	80091343	80091343	ENSMUST00000009727.11	2375	+	ENSMUSG00000022415.12	protein_coding
chr15	80097869	80097869	ENSMUST00000143928.1	314	+	ENSMUSG00000022415.12	protein_coding
chr15	80133126	80133126	ENSMUST00000023050.8	3617	+	ENSMUSG00000022414.8	protein_coding
chr15	80234017	80234017	ENSMUST00000023048.11	4497	+	ENSMUSG00000022412.14	protein_coding
chr15	80234079	80234079	ENSMUST00000229138.1	6489	+	ENSMUSG00000022412.14	protein_coding
chr15	80234079	80234079	ENSMUST00000230654.1	6489	+	ENSMUSG00000022412.14	processed_transcript
chr15	80234092	80234092	ENSMUST00000229612.1	6540	+	ENSMUSG00000022412.14	processed_transcript
chr15	80234107	80234107	ENSMUST00000166030.1	6629	+	ENSMUSG00000022412.14	protein_coding
chr15	80235834	80235834	ENSMUST00000226485.1	124	+	ENSMUSG00000115798.1	protein_coding
chr15	80255183	80255183	ENSMUST00000109605.4	450	+	ENSMUSG00000042406.8	protein_coding
chr15	80255184	80255184	ENSMUST00000229828.1	456	+	ENSMUSG00000042406.8	protein_coding
chr15	80623482	80623482	ENSMUST00000043149.8	3107	+	ENSMUSG00000042351.9	protein_coding
chr15	80623521	80623521	ENSMUST00000230910.1	3201	+	ENSMUSG00000042351.9	processed_transcript
chr15	80948489	80948489	ENSMUST00000023043.9	1544	+	ENSMUSG00000022407.10	protein_coding
chr15	80977764	80977764	ENSMUST00000139517.8	2077	+	ENSMUSG00000042303.19	protein_coding
chr15	80977819	80977819	ENSMUST00000137255.2	2168	+	ENSMUSG00000042303.19	protein_coding
chr15	80977836	80977836	ENSMUST00000137004.1	2202	+	ENSMUSG00000042303.19	protein_coding
chr15	80977888	80977888	ENSMUST00000229727.1	2221	+	ENSMUSG00000042303.19	protein_coding
chr15	80978056	80978056	ENSMUST00000228971.1	421	+	ENSMUSG00000042303.19	protein_coding
chr15	81400137	81400137	ENSMUST00000163754.8	1572	+	ENSMUSG00000022401.12	protein_coding
chr15	81400149	81400149	ENSMUST00000164144.2	1600	+	ENSMUSG00000022401.12	processed_transcript
chr15	81400187	81400187	ENSMUST00000041609.10	1685	+	ENSMUSG00000022401.12	protein_coding
chr15	81400196	81400196	ENSMUST00000167799.1	1704	+	ENSMUSG00000022401.12	processed_transcript
chr15	81466295	81466295	ENSMUST00000023036.6	906	+	ENSMUSG00000022400.9	protein_coding
chr15	81466343	81466343	ENSMUST00000230219.1	945	+	ENSMUSG00000022400.9	protein_coding
chr15	81466640	81466640	ENSMUST00000230062.1	1579	+	ENSMUSG00000022400.9	protein_coding
chr15	81466794	81466794	ENSMUST00000231027.1	2362	+	ENSMUSG00000022400.9	processed_transcript
chr15	81585396	81585396	ENSMUST00000068387.10	5439	+	ENSMUSG00000055024.12	protein_coding
chr15	81663888	81663888	ENSMUST00000023029.14	1030	+	ENSMUSG00000022394.14	protein_coding
chr15	81663933	81663933	ENSMUST00000174229.7	1196	+	ENSMUSG00000022394.14	protein_coding
chr15	81663955	81663955	ENSMUST00000172748.7	1207	+	ENSMUSG00000022394.14	protein_coding
chr15	81745056	81745056	ENSMUST00000109554.2	2776	+	ENSMUSG00000022390.11	protein_coding
chr15	81745120	81745120	ENSMUST00000230946.1	3371	+	ENSMUSG00000022390.11	protein_coding
chr15	81802706	81802706	ENSMUST00000166302.1	297	+	ENSMUSG00000022389.15	processed_transcript
chr15	81802729	81802729	ENSMUST00000170027.1	307	+	ENSMUSG00000022389.15	processed_transcript
chr15	81802825	81802825	ENSMUST00000169952.1	248	+	ENSMUSG00000022389.15	processed_transcript
chr15	81811413	81811413	ENSMUST00000023024.7	1988	+	ENSMUSG00000022389.15	protein_coding
chr15	81812158	81812158	ENSMUST00000172208.1	127	+	ENSMUSG00000022389.15	protein_coding
chr15	81872308	81872308	ENSMUST00000023116.6	122	+	ENSMUSG00000022477.13	protein_coding
chr15	81872483	81872483	ENSMUST00000135198.1	1089	+	ENSMUSG00000022477.13	protein_coding
chr15	81872483	81872483	ENSMUST00000157003.7	1089	+	ENSMUSG00000022477.13	protein_coding
chr15	81872507	81872507	ENSMUST00000229068.1	1115	+	ENSMUSG00000022477.13	protein_coding
chr15	81872689	81872689	ENSMUST00000231091.1	806	+	ENSMUSG00000022477.13	protein_coding
chr15	82015518	82015518	ENSMUST00000100399.10	195	+	ENSMUSG00000022471.14	protein_coding
chr15	82016368	82016368	ENSMUST00000069530.12	588	+	ENSMUSG00000022471.14	protein_coding
chr15	82016514	82016514	ENSMUST00000164779.1	833	+	ENSMUSG00000022471.14	protein_coding
chr15	82127921	82127921	ENSMUST00000089174.5	2672	+	ENSMUSG00000068114.7	protein_coding
chr15	82127926	82127926	ENSMUST00000229788.1	2712	+	ENSMUSG00000068114.7	processed_transcript
chr15	82147180	82147180	ENSMUST00000023100.7	3923	+	ENSMUSG00000022463.8	protein_coding
chr15	82147203	82147203	ENSMUST00000229336.1	4620	+	ENSMUSG00000022463.8	protein_coding
chr15	82148012	82148012	ENSMUST00000229009.1	749	+	ENSMUSG00000022463.8	protein_coding
chr15	82338941	82338941	ENSMUST00000159942.1	2542	+	ENSMUSG00000049687.5	processed_transcript
chr15	82338958	82338958	ENSMUST00000160994.7	2626	+	ENSMUSG00000022452.16	protein_coding
chr15	82340552	82340552	ENSMUST00000162983.1	1780	+	ENSMUSG00000049687.5	processed_transcript
chr15	82340857	82340857	ENSMUST00000161178.1	1815	+	ENSMUSG00000049687.5	protein_coding
chr15	82340985	82340985	ENSMUST00000162705.1	1775	+	ENSMUSG00000022452.16	processed_transcript
chr15	82341178	82341178	ENSMUST00000050349.2	7104	+	ENSMUSG00000049687.5	protein_coding
chr15	82345953	82345953	ENSMUST00000023086.14	4845	+	ENSMUSG00000022452.16	protein_coding
chr15	83100203	83100203	ENSMUST00000078218.10	1542	+	ENSMUSG00000058586.12	protein_coding
chr15	83100293	83100293	ENSMUST00000166427.7	2255	+	ENSMUSG00000058586.12	protein_coding
chr15	83526861	83526861	ENSMUST00000016902.4	2368	+	ENSMUSG00000016758.4	protein_coding
chr15	83526871	83526871	ENSMUST00000230912.1	2374	+	ENSMUSG00000016758.4	protein_coding
